director_name_id,director_name,actor_name,,
1819,Will Canon,Scott Mechlowicz,,
1820,Philip Zlotorynski,Darren Keefe Reiher,,
25,Tim Burton,Alan Rickman,,
1821,Lance Kawas,Michael Rapaport,,
1822,Francesca Gregorini,Amy Sedaris,,
1823,Marcio Garcia,Kristi Clainos,,
670,David Wain,Amy Poehler,,
1824,Craig Moss,Ashley Martin,,
1825,Michael Jai White,Alex Meraz,,
1003,John Boorman,Angie Dickinson,,
1826,Paolo Monico,Sarah Rafferty,,
1827,Youssef Delara,David Bianchi,,
1828,Darin Scott,Shantel VanSanten,,
1829,Christian Sesma,Brooke Newton,,
1830,Monte Hellman,Jack Taylor,,
86,Kenneth Branagh,Derek Jacobi,,
1831,Brian Caunter,Stacy Keach,,
1832,Chris D'Arienzo,Cybill Shepherd,,
386,Walter Salles,Matheus Nachtergaele,,
1785,Frank Capra,Glenn Ford,,
1833,Isaac Florentine,Nick Chinlund,,
1834,Susan Seidelman,Michael Nouri,,
1201,Michael Polish,Patrick Bauchau,,
1835,Heidi Ewing,James Ransone,,
106,Richard Donner,Patrick Troughton,,
631,Alexandre Aja,Maïwenn,,
1836,Leon Ford,Patrick Brammall,,
1837,Hank Braxtan,Gregory Cruz,,
1129,Craig Brewer,Paula Jai Parker,,
1704,Billy Wilder,Joe E. Brown,,
1838,John Carl Buechler,Terry Kiser,,
1739,Victor Fleming,Terry,,
874,Mel Brooks,Peter Boyle,,
234,George A. Romero,Shawn Roberts,,
1839,Rajkumar Hirani,Sanjay Dutt,,
1840,Victor Nunez,Patricia Richardson,,
1260,Carroll Ballard,Kelly Reno,,
1841,Rohit Jugraj,Neeru Bajwa,,
1842,Thorbjørn Christoffersen,Frank Hvam,,
1780,John Ford,Cesar Romero,,
1843,Alex van Warmerdam,Ariane Schluter,,
1739,Victor Fleming,Esther Williams,,
874,Mel Brooks,David Huddleston,,
1320,Joseph Zito,Tom Everett,,
1844,Pawel Pawlikowski,Agata Trzebuchowska,,
1073,James Ivory,Denholm Elliott,,
1845,Frank Sebastiano,Laurie Metcalf,,
659,Rand Ravich,Charlize Theron,,
1846,Stacy Peralta,Gabrielle Reece,,
1847,Nacho Vigalondo,Nacho Vigalondo,,
1848,Hao Ning,Bo Huang,,
1849,Tony Giglio,Nick Searcy,,
1850,Stanley Donen,Debbie Reynolds,,
1851,Joe Cross,Joel Fuhrman,,
1628,Michael Tiddes,Alanna Ubach,,
1852,Dinesh D'Souza,Zackary Steven Graham,,
1096,Rob Zombie,Tyler Mane,,
709,Tom Hanks,Charlize Theron,,
1853,Tommy Lee Wallace,Dan O'Herlihy,,
1854,Don Taylor,M. Emmet Walsh,,
1287,Martin Ritt,Melvyn Douglas,,
1855,Leslie Small,La'Princess Jackson,,
526,Gus Van Sant,Udo Kier,,
1558,Zach Braff,Michael Weston,,
777,Richard Linklater,Hans Weingartner,,
1856,Éric Tessier,Michel Côté,,
1857,Alison Maclean,Samantha Morton,,
1858,Alice Wu,Ato Essandoh,,
1859,Sarah Gavron,Christopher Simpson,,
1241,Jake Schreier,Joshua Ormond,,
1860,Isabel Coixet,Julian Richings,,
1861,James Ponsoldt,Jennifer Jason Leigh,,
1639,Randall Miller,Elden Henson,,
328,Larry Charles,Tal Bachman,,
1862,Joshua Tickell,Sheryl Crow,,
1863,Tim Boxell,Diana Scarwid,,
437,Rawson Marshall Thurber,Stephen Root,,
1864,Michael D. Sellers,Carly Schroeder,,
1865,Reed Cowan,Emily Pearson,,
1866,James Dodson,Anupam Kher,,
1154,Stefan Ruzowitzky,Rüdiger Vogler,,
1867,Alex Rivera,Jacob Vargas,,
67,James Gunn,Rainn Wilson,,
1868,John Murlowski,Piper Mackenzie Harris,,
1869,Benni Diez,Cecilia Pillado,,
1870,Danny Perez,Emmanuel Kabongo,,
438,Spike Lee,Harry Lennix,,
1871,Robby Henson,Max Ryan,,
1231,Mike Judge,Patrick Fischler,,
1872,Zackary Adler,Kevin Leslie,,
1595,Shane Meadows,Joseph Gilgun,,
1873,Dominic Burns,Sean Pertwee,,
1742,George Sidney,Basil Rathbone,,
1874,Carmen Marron,Aimee Garcia,,
704,Tim McCanlies,Michael O'Neill,,
1742,George Sidney,Ava Gardner,,
853,Mario Van Peebles,Cinda McCain,,
1875,Jason Stone,Ellen Burstyn,,
1876,Jerry Rees,Phil Hartman,,
253,James Algar,Deems Taylor,,
411,William Friedkin,Fernando Rey,,
1877,Jaco Booyens,Sebastian Aguilar,,
602,Steve Miner,Dana Kimmell,,
1878,Danny Steinmann,Melanie Kinnaman,,
1809,Michael Landon Jr.,Louise Fletcher,,
1879,Jon Gunn,Delroy Lindo,,
1880,Hayley Cloake,Kayla Ewell,,
1881,Tay Garnett,Greer Garson,,
1882,Shyam Madiraju,Ethan Peck,,
1883,Harmage Singh Kalirai,Zohra Segal,,
1884,Rita Merson,James Wolk,,
1561,Jon Knautz,Daniel Kash,,
1885,William Wyler,Teresa Wright,,
1886,Larry Clark,Nick Stahl,,
1887,Petter Næss,Per Christian Ellefsen,,
1888,Robert Fontaine,Arturo Castro,,
1296,Jaume Balagueró,Pablo Rosso,,
1797,Patricia Cardoso,Martha Higareda,,
1889,Dan Perri,David Proval,,
1890,Neil Mcenery-West,Michael Chapman,,
1891,Anthony O'Brien,Maria Doyle Kennedy,,
495,Terence Young,Daniela Bianchi,,
1892,Michael Herz,Jessica Dublin,,
114,NA,Alan Autry,,
697,Woody Allen,John Beck,,
1893,David Robert Mitchell,Ruby Harris,,
697,Woody Allen,John Carradine,,
1894,Robert Mulligan,Brock Peters,,
84,George Miller,Bruce Spence,,
1895,Chia-Liang Liu,Anita Mui,,
329,Stanley Kubrick,Shelley Winters,,
710,Kimberly Peirce,Brendan Sexton III,,
1896,Chris Kentis,Julia Taylor Ross,,
177,Florian Henckel von Donnersmarck,Ulrich Mühe,,
1897,Alex Kendrick,Alex Kendrick,,
1898,Robert Rossen,Jackie Gleason,,
1899,Jack Conway,Spencer Tracy,,
1900,Sylvain Chomet,Charles Linton,,
1901,Chris Eyre,Irene Bedard,,
1514,Shari Springer Berman,James Urbaniak,,
777,Richard Linklater,Albert Delpy,,
115,Alejandro G. Iñárritu,Jorge Salinas,,
535,Catherine Hardwicke,Sarah Clarke,,
1902,Elia Kazan,Celeste Holm,,
1903,Debra Granik,Shelley Waggener,,
372,Kevin Macdonald,Brendan Mackey,,
1904,Henry King,Don Ameche,,
1905,Miranda July,Brad William Henke,,
1766,Charles Ferguson,George W. Bush,,
1906,Max Joseph,Emily Ratajkowski,,
1907,Jim Jarmusch,Gano Grills,,
51,David Ayer,Christian Bale,,
581,Jerry Jameson,Leonor Varela,,
152,Steven Soderbergh,Enrico Colantoni,,
1908,Kevin Tenney,Tawny Kitaen,,
114,NA,Amy Sedaris,,
86,Kenneth Branagh,Brian Blessed,,
1560,John Cameron Mitchell,Peter Stickles,,
1909,Ari Folman,Ronny Dayag,,
1910,Gary Rogers,Kirby Heyborne,,
1766,Charles Ferguson,Dick Cheney,,
1911,Marielle Heller,David Fine,,
114,NA,Jon Tenney,,
1912,David Sington,Buzz Aldrin,,
1913,Kelly Reichardt,Zoe Kazan,,
1643,Fenton Bailey,Bill Maher,,
1914,Bob Giraldi,Manny Perez,,
1803,Jill Sprecher,Bob Balaban,,
1915,Huck Botko,Krysta Rodriguez,,
192,Luc Besson,Isabelle Adjani,,
1916,David Duchovny,Mark Margolis,,
1917,Mitchell Lichtenstein,Nathan Parsons,,
1918,Lance Mungia,Stephane Gauger,,
1919,Kundan Shah,Bobby Deol,,
985,Michael Dowse,Neil Maskell,,
1920,Hue Rhodes,Steve Buscemi,,
1595,Shane Meadows,Annette Badland,,
43,Roland Emmerich,Caleb Landry Jones,,
114,NA,Colin Ferguson,,
1921,Jugal Hansraj,Sanjay Mishra,,
1922,Danny Provenzano,Frank Vincent,,
1923,Bill Muir,Jansen Panettiere,,
478,Richard LaGravenese,Jeremy Jordan,,
1924,Noah Buschel,Amy Ryan,,
1925,Brian Yuzna,Kent McCord,,
1926,Hunter Richards,Chris Evans,,
1927,Laurie Collyer,Kate Burton,,
831,Bruce McCulloch,Megan Mullally,,
1928,Aaron Hann,Michael McLafferty,,
1089,James Watkins,Jack O'Connell,,
535,Catherine Hardwicke,James Kyson,,
1929,Phil Claydon,James Corden,,
1930,Ralph Ziman,Kenneth Nkosi,,
1931,John Simpson,Lee Evans,,
1932,Colin Minihan,Sean Rogerson,,
1933,Conor McMahon,Tommy Knight,,
1934,Chris Shadley,William Lee Scott,,
1935,Simon Napier-Bell,Tim Rice,,
697,Woody Allen,Charlotte Rae,,
1936,Simon Yin,Linus Roache,,
1937,Jeff Crook,Mario Cimarro,,
114,NA,Tim Daly,,
1938,Orson Welles,Everett Sloane,,
1939,Dave Payne,Lew Temple,,
1588,James Cox,M.C. Gainey,,
1686,Jonas Åkerlund,Saffron Burrows,,
1940,Brad Copeland,Ben Schwartz,,
1941,Paul Bunnell,Kevin McCarthy,,
1942,Phil Morrison,Curtiss Cook,,
1943,Harald Reinl,Lex Barker,,
1588,James Cox,Powers Boothe,,
422,Richard Lester,Zero Mostel,,
943,Michael Moore,Eddie Vedder,,
1944,Tanner Beard,Kevin Alejandro,,
1945,Scott Dow,Wray Crawford,,
1946,Derick Martini,Bella Heathcote,,
1947,Jerry Dugan,Michael Aaron Milligan,,
1948,Tim Hunter,Daniel Roebuck,,
1201,Michael Polish,Anthony Edwards,,
1574,William Kaufman,Mike 'The Miz' Mizanin,,
1018,Rodrigo Cortés,Samantha Mathis,,
1949,Richard Ayoade,Paddy Considine,,
1950,Jehane Noujaim,Ahmed Hassan,,
1951,Pascal Arnold,Lizzie Brocheré,,
710,Kimberly Peirce,Judy Greer,,
1952,Remo,Remo,,
549,Wes Craven,Lin Shaye,,
1094,James Marsh,Philippe Petit,,
1953,John Laing,Peter Feeney,,
1954,Jamal Hill,Adam Ratcliffe,,
1955,Daniel Stamm,Ashley Bell,,
547,Sam Taylor-Johnson,Ophelia Lovibond,,
1902,Elia Kazan,Karl Malden,,
329,Stanley Kubrick,Slim Pickens,,
1956,Carlos Carrera,Ana Claudia Talancón,,
1957,Benh Zeitlin,Gina Montana,,
1958,J. Lee Thompson,Paul Williams,,
1959,Maggie Greenwald,David Patrick Kelly,,
1960,Vera Farmiga,Bill Irwin,,
1961,Vijay Chandar,T.R. Silambarasan,,
1324,Morgan Spurlock,J.J. Abrams,,
1962,Jonathan Wacks,Gary Farmer,,
1963,Khyentse Norbu,Lhakpa Dorji,,
1788,Ted Post,Bruce Dern,,
1751,Richard Brooks,Jim Backus,,
1964,Tony Krantz,Tom Cavanagh,,
1965,Mitchell Altieri,Luke Edwards,,
1966,W.D. Hogan,Keenan Tracey,,
1967,Corey Grant,Essence Atkins,,
179,Tom Tykwer,Ludger Pistor,,
1968,Lucky McKee,Will Estes,,
1969,Richard Boddington,CJ Adams,,
1970,David Hunt,Chris Cleveland,,
832,Patricia Riggen,Eugenio Derbez,,
1958,J. Lee Thompson,Gordon Jump,,
1180,Todd Field,Sissy Spacek,,
1971,Steven R. Monroe,Chad Lindberg,,
1972,Mark Illsley,Illeana Douglas,,
1844,Pawel Pawlikowski,Natalie Press,,
1973,Ritesh Batra,Nimrat Kaur,,
1974,Sally Potter,Joan Allen,,
1785,Frank Capra,Ann Miller,,
1569,Fred Zinnemann,Donna Reed,,
1780,John Ford,Ben Johnson,,
1975,Brad J. Silverman,Michael Welch,,
1976,Dave Meyers,Clifton Powell,,
1977,David M. Matthews,Lamman Rucker,,
1978,Nadine Labaki,Adel Karam,,
1979,Lluís Quílez,Pixie Davies,,
1980,Eytan Fox,Lior Ashkenazi,,
421,Francis Ford Coppola,Teri Garr,,
1981,Romesh Sharma,Revathy,,
1982,François Truffaut,Jean-Paul Belmondo,,
1983,Adam Goldberg,Marisa Coughlan,,
1984,Travis Zariwny,Gage Golightly,,
11,Zack Snyder,Kevin Zegers,,
1985,Adrienne Shelly,Cheryl Hines,,
1986,Newt Arnold,Donald Gibb,,
1785,Frank Capra,Jean Arthur,,
1886,Larry Clark,Leo Fitzpatrick,,
1351,Noah Baumbach,Elizabeth Meriwether,,
794,Charles Herman-Wurmfeld,Jennifer Westfeldt,,
188,Yimou Zhang,Ni Yan,,
473,John Stockwell,T.J. Storm,,
932,Alfred Hitchcock,Rhonda Fleming,,
843,Atom Egoyan,Mia Kirshner,,
1358,Vincent Gallo,Vincent Gallo,,
34,James Wan,Barbara Hershey,,
1987,Alex Cox,Tracey Walter,,
1988,Fabián Bielinsky,Gastón Pauls,,
1989,Dror Moreh,Yuval Diskin,,
1990,Rebecca Miller,Susanna Thompson,,
1991,Maggie Carey,Alia Shawkat,,
1711,Roger Avary,Salvator Xuereb,,
1992,Henry Bean,Theresa Russell,,
474,David Gordon Green,Connor Paolo,,
1993,Simeon Rice,Lisa Brave,,
1143,Brad Anderson,Brendan Sexton III,,
1994,Jeff Garlin,Jeff Garlin,,
1995,Qasim Basir,Nia Long,,
1996,Adam Green,Kane Hodder,,
1997,Charles Chaplin,Stanley Blystone,,
1998,Pete Jones,Aidan Quinn,,
1999,Bruce Campbell,Dan Hicks,,
1200,Mark Brown,Monica Calhoun,,
2000,Adam Carolla,Jim O'Heir,,
1259,Ira Sachs,Jenny O'Hara,,
1431,John Sayles,John Arcilla,,
2001,Bruce McDonald,Georgina Reilly,,
2002,James Mottern,Joey Lauren Adams,,
2003,Jaime Zevallos,Jaime Zevallos,,
1096,Rob Zombie,Dee Wallace,,
2004,Gerard Johnstone,Bruce Hopkins,,
2005,Robert Greenwald,Jon Hunter,,
2006,David Ray,Sarah Lind,,
2007,Dave Rodriguez,Michael Rapaport,,
2008,Nae Caranfil,Joe Armstrong,,
2009,David Winning,Amber Marshall,,
2010,Frank Lotito,Jake Busey,,
2011,Timothy Woodward Jr.,Johnny Messner,,
90,Christopher McQuarrie,Robert Duvall,,
2012,Tara Subkoff,Balthazar Getty,,
2013,Russell Friedenberg,Glen Powell,,
2014,William Cottrell,Billy Gilbert,,
2015,Lucrecia Martel,Mercedes Morán,,
2016,Edward Dmytryk,Woody Strode,,
2017,Zak Penn,Gabriel Beristain,,
2018,Alex Ranarivelo,Christina Moore,,
1561,Jon Knautz,Adam DiMarco,,
2019,Mathieu Amalric,Léa Drucker,,
2020,David Worth,Jonathan Mangum,,
2021,Leslie H. Martinson,Cesar Romero,,
130,Guy Ritchie,Jason Flemyng,,
2022,Robert M. Young,Bruce McGill,,
114,NA,Michael Douglas,,
1471,Thomas Vinterberg,Paprika Steen,,
2023,Steve Buscemi,Debi Mazar,,
2024,Ham Tran,Kieu Chinh,,
2025,Rich Cowan,Karen Allen,,
2026,Boris Rodriguez,Thure Lindhardt,,
378,Harold Becker,Miko Hughes,,
114,NA,Tucker Smallwood,,
2027,Sadyk Sher-Niyaz,Aziz Muradillayev,,
2028,Paul Donovan,Lenore Zann,,
2029,Jonathan Kesselman,Adam Goldberg,,
2030,Arjun Sablok,Uday Chopra,,
1824,Craig Moss,Bryan Callen,,
2031,Tyler Oliver,Chloe Bridges,,
932,Alfred Hitchcock,Joan Fontaine,,
602,Steve Miner,Adrienne King,,
1704,Billy Wilder,Jane Wyman,,
2032,Douglas Cheek,John Heard,,
1827,Youssef Delara,Jenni Rivera,,
2033,Deryck Broom,Omar Benson Miller,,
2034,Henry Hathaway,Jean Peters,,
1780,John Ford,Walter Pidgeon,,
114,NA,Riley Keough,,
438,Spike Lee,Elvis Nolasco,,
152,Steven Soderbergh,Laura San Giacomo,,
34,James Wan,Monica Potter,,
427,Jay Chandrasekhar,Daniel von Bargen,,
2035,Giovanni Zelko,Harry Lennix,,
2036,Claudia Sainte-Luce,Vera Wilson,,
246,Scott Derrickson,Jon Hamm,,
873,Mira Nair,Randeep Hooda,,
1186,Kenneth Lonergan,Rory Culkin,,
932,Alfred Hitchcock,John Forsythe,,
525,Paul McGuigan,Morgan Freeman,,
2037,Jamie Babbit,Clea DuVall,,
2038,David Boyd,Drew Waters,,
170,Quentin Tarantino,Steve Buscemi,,
1681,Walter Lang,Nigel Bruce,,
738,Sergio Leone,Luigi Pistilli,,
2039,Anna Muylaert,Regina Casé,,
2040,Steve Taylor,Marshall Allman,,
2041,Kurt Voss,Coyote Shivers,,
1298,Léa Pool,NA,,
2042,James David Pasternak,Sarah Silverman,,
2043,Laurent Bouhnik,Johnny Amaro,,
2044,Tom Sanchez,Antonio Arrué,,
2045,David Caffrey,Scott Adsit,,
2046,Adam Jay Epstein,Denise Boutte,,
1617,Michael Curtiz,David Niven,,
2047,Justin Thomas Ostensen,Kristin Booth,,
2048,Brenton Spencer,Victor Zinck Jr.,,
319,Rob Bowman,Jacob Vargas,,
2049,Ossie Davis,Cleavon Little,,
2050,Jay Alaimo,Sabrina Carmichael,,
2051,Dylan Bank,Deirdre Lorenz,,
2052,Rob McKittrick,Dane Cook,,
1595,Shane Meadows,Gary Stretch,,
114,NA,John Jarratt,,
2053,Jeff Burr,Clu Gulager,,
2054,Harry Gantz,NA,,
2055,Guy Maddin,CindyMarie Small,,
2056,Regardt van den Bergh,Frank Rautenbach,,
2057,Panos Cosmatos,Marilyn Norry,,
2058,Gareth Evans,Yayan Ruhian,,
2059,Matthew R. Anderson,Vernon Wells,,
2060,Joe Marino,Anella Vastola,,
1617,Michael Curtiz,Claude Rains,,
2061,Joel Anderson,Rosie Traynor,,
2062,Shimit Amin,Shazahn Padamsee,,
2063,Douglas Trumbull,Ron Rifkin,,
544,John G. Avildsen,Burgess Meredith,,
2064,Mona Fastvold,Brady Corbet,,
470,John Carpenter,Hal Holbrook,,
1482,Tony Richardson,Susannah York,,
2065,Levan Gabriadze,Renee Olstead,,
49,Martin Scorsese,Albert Brooks,,
260,Joe Dante,Robert Picardo,,
495,Terence Young,Jack Lord,,
2066,Bradley Parker,Ingrid Bolsø Berdal,,
2067,Clive Barker,Ashley Laurence,,
2068,Harold Cronk,Robin Givens,,
765,Jeff Wadlow,Gary Cole,,
2069,Takao Okawara,Naomi Nishida,,
1113,Derek Cianfrance,Mike Vogel,,
2070,Duncan Tucker,Felicity Huffman,,
927,William Brent Bell,Claudiu Trandafir,,
2071,Russ Meyer,Cynthia Myers,,
2072,Robert D. Webb,Neville Brand,,
1181,Davis Guggenheim,Al Gore,,
2073,Allan Dwan,Richard Jaeckel,,
49,Martin Scorsese,Keith Richards,,
1481,Eli Roth,Richard Burgi,,
2074,Andrew Steggall,Alex Lawther,,
2075,Ben Lewin,Adam Arkin,,
2076,Robert Kenner,Eric Schlosser,,
1683,Andrew Erwin,Robert Amaya,,
1143,Brad Anderson,Callie Thorne,,
690,Jason Reitman,Jennifer Garner,,
2077,Craig Johnson,Boyd Holbrook,,
2078,Sean Durkin,Julia Garner,,
2079,Gillian Robespierre,Jenny Slate,,
2080,Courtney Hunt,Michael O'Keefe,,
2081,Morgan Neville,Lou Adler,,
1589,James Toback,Natasha Gregson Wagner,,
1453,Nicole Holofcener,Anne Heche,,
1136,Peter Cattaneo,Mark Addy,,
2082,Chris Paine,Phyllis Diller,,
2083,Greg Berlanti,Nia Long,,
1627,Don Coscarelli,Ossie Davis,,
47,Rob Letterman,Dylan Minnette,,
2084,Marc Levin,Saul Williams,,
2085,Richard Dutcher,Frank Gerrish,,
2086,Khalid Mohamed,Manoj Bajpayee,,
874,Mel Brooks,Sid Caesar,,
891,Trey Parker,Dian Bachar,,
474,David Gordon Green,Paul Schneider,,
2087,Finn Taylor,Cathy Moriarty,,
1776,Karen Moncrieff,Agnes Bruckner,,
2088,José Luis Valenzuela,Lupe Ontiveros,,
2089,Gia Coppola,Nat Wolff,,
2090,Scandar Copti,Scandar Copti,,
2091,Goran Dukic,Patrick Fugit,,
2092,Mike Cahill,Cara Seymour,,
2093,Efram Potelle,Elden Henson,,
17,Peter Jackson,AJ Michalka,,
2094,Joshua Oppenheimer,Herman Koto,,
2095,Alex Gibney,George W. Bush,,
2096,Paul Crowder,Marv Albert,,
2097,Rohit Jagessar,Rufus Graham,,
368,Griffin Dunne,Fisher Stevens,,
2098,Anthony Powell,Tom Hamann,,
2099,Kief Davidson,Brian Whitaker,,
2100,Johnny Remo,Randy Wayne,,
2101,Vivek Agnihotri,Anil Kapoor,,
2102,Ti West,Greta Gerwig,,
2103,Nick Tomnay,Clayne Crawford,,
529,John Hamburg,Michael Lerner,,
2104,Nickolas Perry,Patsy Kensit,,
2105,Dan Zukovic,Louis Mustillo,,
641,Craig Mazin,James Gunn,,
2106,Becky Smith,Emily Baldoni,,
2107,Eric Nicholas,Ana Claudia Talancón,,
2108,Benjamin Dickinson,Alexia Rasmussen,,
2109,Hal Haberman,Paul Blackthorne,,
1804,Darren Stein,Jamie Kennedy,,
2110,A. Raven Cruz,Vanilla Ice,,
883,Brian Trenchard-Smith,Mariel Hemingway,,
2111,Frank Whaley,Frank Whaley,,
2112,Amat Escalante,Andrea Vergara,,
2113,Wajahat Rauf,Ayesha Omar,,
2114,Katherine Brooks,Kevin McCarthy,,
2115,David Cross,Matt Walsh,,
2116,Randall Rubin,A.J. Buckley,,
2117,Robert Bennett,Lauren C. Mayhew,,
1495,Guy Hamilton,Eddie Albert,,
2118,Mary Pat Kelly,Ossie Davis,,
2119,Lori Petty,Chloë Grace Moretz,,
2120,Charlie Levi,Barbara Hershey,,
2121,Kevin Hamedani,Janette Armand,,
2122,David DeCoteau,Shanley Caswell,,
2123,Mikel Rueda,Germán Alcarazu,,
2124,Stefan C. Schaefer,Marlene Forte,,
2125,Michael Taliferro,Sticky Fingaz,,
2122,David DeCoteau,Tom Berenger,,
2126,Katie Aselton,Anslem Richardson,,
2127,Robert Heath,Alexander Vlahos,,
2128,D. Stevens,Pierre Dulat,,
2129,Jeffrey St. Jules,Chloe Rose,,
2130,Robert Hall,Kevin Gage,,
2131,K. King,Shona Kay,,
2132,Jonathan Meyers,Luke Perry,,
465,Danny Boyle,Spencer Wilding,,
2133,Ralph Nelson,Dick Van Patten,,
2134,Blair Erickson,Katia Winter,,
114,NA,David DeLuise,,
2135,Allison Burnett,Gia Mantegna,,
2136,Richard Schenkman,Mike Colter,,
2137,Sanjay Rawal,Robert Kennedy Jr.,,
1902,Elia Kazan,Karl Malden,,
2138,Kat Coiro,Geoff Stults,,
2139,Cristian Mungiu,Vlad Ivanov,,
2140,Brian Dorton,Brian Dorton,,
313,David Slade,G.J. Echternkamp,,
2037,Jamie Babbit,David Gallagher,,
2141,Maryam Keshavarz,Reza Sixo Safai,,
606,Ryan Coogler,Melonie Diaz,,
2142,Ramaa Mosley,Michael Angarano,,
253,James Algar,Donnie Dunagan,,
794,Charles Herman-Wurmfeld,Rian Bishop,,
1091,Ric Roman Waugh,Harold Perrineau,,
2143,C. Jay Cox,Rob McElhenney,,
2144,Mariette Monpierre,Christophe Cherki,,
2145,Tommy Oliver,Ruby Dee,,
2146,Jamie Travis,Ari Graynor,,
703,Lee Toland Krieger,Janel Parrish,,
2147,Rich Christiano,D. David Morin,,
1657,Paul Andrew Williams,Johnny Harris,,
1697,Nick Love,Christopher Berry,,
2148,Natalie Bible',Samaire Armstrong,,
2149,Asghar Farhadi,Leila Hatami,,
2150,Justin Molotnikov,Stephen McCole,,
1687,Todd Solondz,Ken Leung,,
1840,Victor Nunez,Todd Field,,
1312,Peter Sollett,Melonie Diaz,,
2151,Georg Wilhelm Pabst,Francis Lederer,,
2152,Daniel Davila,Melora Walters,,
2153,Jorge Gaggero,Hilda Bernard,,
382,Rod Lurie,Kathryn Morris,,
2154,Michael Burke,Tom Guiry,,
2155,Catherine Jelski,Eion Bailey,,
2156,Shane Dawson,Kurt Angle,,
451,Tommy Wirkola,Stig Frode Henriksen,,
2157,Ryan Little,Larry Bagby,,
2158,Clark Baker,Alan Pietruszewski,,
143,George Lucas,Ron Howard,,
2005,Robert Greenwald,Katy Helvenston-Wettengal,,
2159,Matt Maiellaro,Fred Armisen,,
23,Colin Trevorrow,Mark Duplass,,
1855,Leslie Small,Larry King,,
2160,Ben Wheatley,Ben Crompton,,
2102,Ti West,Jake Ryan,,
332,David S. Goyer,Atticus Shaffer,,
799,Bernardo Bertolucci,Stefania Sandrelli,,
223,Neil Burger,Christel Khalil,,
2161,Oliver Blackburn,Nichola Burley,,
692,Jonathan Levine,Michael Welch,,
2162,Christopher Hutson,Jennifer Lee Wiggins,,
1569,Fred Zinnemann,Lloyd Bridges,,
1459,Steve James,Arthur Agee,,
2163,David LaChapelle,Christopher Toler,,
29,Joseph Kosinski,Lauren Cohan,,
1642,Michael Cuesta,Bruce Altman,,
2164,Caryn Waechter,Kara Hayward,,
2165,Emily Dell,Wesley Jonathan,,
17,Peter Jackson,Thomas Kretschmann,,
445,Jaume Collet-Serra,Paris Hilton,,
2166,Ryan Fleck,Tristan Mack Wilds,,
2167,Jennifer Wynne Farmer,Akima,,
2168,Christopher Scott Cherot,Robinne Lee,,
2169,H.M. Coakley,Steffinnie Phrommany,,
2170,Randy Moore,Lee Armstrong,,
2171,Chris Atkins,Harvey Weinstein,,
2172,Bill Benenson,Dave Fennoy,,
2173,Ryan Smith,Madison Lintz,,
2174,Travis Romero,Lorraine Ziff,,
2175,Anna Mastro,Justin Kirk,,
2176,Mark Sandrich,Edward Everett Horton,,
2177,Daniel Myrick,Joshua Leonard,,
2178,Michael Wadleigh,Jimi Hendrix,,
460,John Landis,Barry Dennen,,
1879,Jon Gunn,David A.R. White,,
2179,Gene Teigland,Matthew Feeney,,
2180,Scott Ziehl,Jason London,,
2181,Richard Montoya,Angela Nordeng,,
2182,Johanna Schwartz,Garba Touré,,
2183,William Gazecki,Colin Andrews,,
2184,Lance McDaniel,Steven Michael Quezada,,
2185,Thomas Lilti,Félix Moati,,
2186,Michael Walker,Annabella Sciorra,,
422,Richard Lester,Ringo Starr,,
2187,U. Roberto Romano,NA,,
2188,Amy Holden Jones,Sally Kirkland,,
2189,Blaz Zavrsnik,Spela Colja,,
1897,Alex Kendrick,Ken Bevel,,
2190,Pan Nalin,Pant Shirt Baba,,
2191,Joe Camp,Peter Breck,,
1896,Chris Kentis,Saul Stein,,
2192,Matt Walsh,Matt Jones,,
2193,John 'Bud' Cardos,Hoke Howell,,
2194,Marilyn Agrelo,Eva Carrozza,,
911,Tom McCarthy,Joe Lo Truglio,,
2195,Brian Baugh,Sean Michael Afable,,
2196,Patrick Creadon,Bill Clinton,,
2197,Barry W. Blaustein,Vince McMahon,,
2198,Kurt Hale,Lincoln Hoppe,,
2199,Siddiq Barmak,Zubaida Sahar,,
2200,Joseph Dorman,Peter Riegert,,
2201,Greg Harrison,Ari Gold,,
2198,Kurt Hale,Big Budah,,
1201,Michael Polish,William Katt,,
2202,Jacob Aaron Estes,Scott Mechlowicz,,
1653,Morgan J. Freeman,Heather Matarazzo,,
2203,Eric Schaeffer,Bill Duke,,
2204,Neema Barnette,LisaRaye McCoy,,
2023,Steve Buscemi,Seymour Cassel,,
2205,Joe Swanberg,Anna Kendrick,,
2206,Molly Bernstein,Ricky Jay,,
1271,Akira Kurosawa,Minoru Chiaki,,
2207,Marius A. Markevicius,Greg Speirs,,
2208,Tom DiCillo,Tina Louise,,
42,Justin Lin,Jake Sandvig,,
2209,Quentin Dupieux,Jack Plotnick,,
120,Tim Johnson,Matt Jones,,
2143,C. Jay Cox,Amber Benson,,
2210,Alex Smith,Clea DuVall,,
2211,Gareth Edwards,Whitney Able,,
2212,Jonathan Parker,Joanne Whalley,,
2213,Sol Tryon,Ann Dowd,,
2214,Alex Craig Mann,Christa B. Allen,,
1848,Hao Ning,Zheng Xu,,
2215,Stephen Kijak,Jacques Brel,,
